LAT,LON,YEAR,MO,DY,PRECTOT,QV2M,RH2M,PS
50.27011,19.03371,2013,06,14,    0.06,    9.75,   78.42,   98.03
50.27011,19.03371,2013,06,15,    0.27,   10.54,   80.20,   97.96
50.27011,19.03371,2013,06,16,    1.04,   11.84,   79.74,   97.97
50.27011,19.03371,2013,06,17,    0.13,   11.99,   73.83,   98.12
50.27011,19.03371,2013,06,18,    1.26,   14.67,   80.12,   97.99
50.27011,19.03371,2013,06,19,    0.63,   14.52,   87.40,   98.16
50.27011,19.03371,2013,06,20,    0.49,   15.26,   80.19,   97.88
50.27011,19.03371,2013,06,21,    0.65,   15.25,   77.43,   97.62
50.27011,19.03371,2013,06,22,    2.46,   12.59,   78.33,   97.79
50.27011,19.03371,2013,06,23,    6.24,   12.96,   85.22,   97.54
50.27011,19.03371,2013,06,24,   22.93,   12.15,   83.41,   97.53
50.27011,19.03371,2013,06,25,    7.73,   10.86,   88.40,   97.31
50.27011,19.03371,2013,06,26,    4.58,    7.67,   88.63,   98.15
50.27011,19.03371,2013,06,27,    0.63,    7.00,   75.85,   98.55
50.27011,19.03371,2013,06,28,    4.47,    8.26,   84.81,   98.23
50.27011,19.03371,2013,06,29,    1.93,    7.98,   71.56,   97.97
50.27011,19.03371,2013,06,30,    1.19,    7.50,   78.91,   98.09
50.27011,19.03371,2013,07,01,    0.10,    7.83,   76.38,   98.14
50.27011,19.03371,2013,07,02,    0.01,    9.01,   66.95,   98.08
50.27011,19.03371,2013,07,03,    0.20,   10.49,   68.28,   97.89
50.27011,19.03371,2013,07,04,    0.31,   11.22,   69.16,   98.12
50.27011,19.03371,2013,07,05,    2.43,   11.88,   74.53,   98.56
50.27011,19.03371,2013,07,06,   10.26,   12.17,   87.13,   98.92
50.27011,19.03371,2013,07,07,    0.02,    9.98,   73.62,   99.04
50.27011,19.03371,2013,07,08,    0.00,    9.44,   71.40,   99.03
50.27011,19.03371,2013,07,09,    0.00,   10.02,   65.48,   98.56
50.27011,19.03371,2013,07,10,    0.11,   10.74,   66.60,   97.76
50.27011,19.03371,2013,07,11,    4.52,    9.24,   78.16,   97.67
50.27011,19.03371,2013,07,12,    9.79,    9.41,   85.09,   97.82
50.27011,19.03371,2013,07,13,    5.88,    9.22,   84.18,   97.93
50.27011,19.03371,2013,07,14,    0.69,    9.67,   77.58,   97.98
50.27011,19.03371,2013,07,15,    6.37,    9.20,   84.04,   98.10
50.27011,19.03371,2013,07,16,    0.08,    9.64,   73.65,   98.48
50.27011,19.03371,2013,07,17,    0.23,   10.68,   71.71,   98.50
50.27011,19.03371,2013,07,18,    0.11,   10.86,   67.30,   98.46
50.27011,19.03371,2013,07,19,    0.03,   10.98,   67.58,   98.11
50.27011,19.03371,2013,07,20,    0.16,    9.18,   70.88,   98.14
50.27011,19.03371,2013,07,21,    0.00,    8.40,   65.18,   98.41
50.27011,19.03371,2013,07,22,    0.00,    9.64,   63.86,   98.04
50.27011,19.03371,2013,07,23,    0.00,    8.47,   62.20,   97.76
50.27011,19.03371,2013,07,24,    0.00,    8.97,   67.41,   97.86
50.27011,19.03371,2013,07,25,    0.01,   10.19,   69.55,   97.93
50.27011,19.03371,2013,07,26,    0.02,   10.55,   62.70,   97.94
50.27011,19.03371,2013,07,27,    0.40,   11.78,   61.46,   97.72
50.27011,19.03371,2013,07,28,    0.02,   13.17,   60.68,   97.74
50.27011,19.03371,2013,07,29,    0.34,   13.41,   60.23,   97.52
50.27011,19.03371,2013,07,30,    3.03,   11.80,   78.93,   97.71
50.27011,19.03371,2013,07,31,    0.14,   10.33,   69.18,   98.04
50.27011,19.03371,2013,08,01,    0.02,    9.88,   65.15,   98.23
50.27011,19.03371,2013,08,02,    0.00,   10.77,   58.76,   98.12
50.27011,19.03371,2013,08,03,    0.00,   11.37,   57.71,   98.04
50.27011,19.03371,2013,08,04,    0.17,   10.04,   54.93,   98.30
50.27011,19.03371,2013,08,05,    0.99,   10.44,   56.07,   98.22
50.27011,19.03371,2013,08,06,    0.00,   11.20,   54.17,   97.99
50.27011,19.03371,2013,08,07,    0.06,   11.08,   50.01,   97.79
