,Unnamed: 0,Unnamed: 0.1,index,Date,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precip.,TemperaturePrev,target,Wind_CALM,Wind_E,Wind_ENE,Wind_ESE,Wind_N,Wind_NE,Wind_NNE,Wind_NNW,Wind_NW,Wind_S,Wind_SE,Wind_SSE,Wind_SSW,Wind_SW,Wind_VAR,Wind_W,Wind_WNW,Wind_WSW,Condition_Blowing Snow,Condition_Blowing Snow / Windy,Condition_Cloudy,Condition_Cloudy / Windy,Condition_Drifting Snow,Condition_Drifting Snow / Windy,Condition_Drizzle,Condition_Drizzle / Windy,Condition_Fair,Condition_Fair / Windy,Condition_Fog,Condition_Freezing Drizzle,Condition_Haze,Condition_Heavy Rain Shower,Condition_Heavy Snow,Condition_Heavy Snow Shower,Condition_Heavy Snow Shower / Windy,Condition_Light Drizzle,Condition_Light Drizzle / Windy,Condition_Light Freezing Drizzle,Condition_Light Freezing Rain,Condition_Light Rain,Condition_Light Rain / Windy,Condition_Light Rain Shower,Condition_Light Rain Shower / Windy,Condition_Light Sleet,Condition_Light Snow,Condition_Light Snow / Windy,Condition_Light Snow Grains,Condition_Light Snow Shower,Condition_Light Snow Shower / Windy,Condition_Mist,Condition_Mostly Cloudy,Condition_Mostly Cloudy / Windy,Condition_Partial Fog,Condition_Partly Cloudy,Condition_Partly Cloudy / Windy,Condition_Patches of Fog,Condition_Rain,Condition_Rain Shower,Condition_Rain Shower / Windy,Condition_Rain and Snow,Condition_Rain and Snow / Windy,Condition_Shallow Fog,Condition_Showers in the Vicinity,Condition_Small Hail,Condition_Smoke,Condition_Snow,Condition_Snow / Windy,Condition_Snow Grains,Condition_Snow Shower,Condition_Snow Shower / Windy,Condition_Wintry Mix,Condition_Wintry Mix / Windy
13395,13395,13395,748,2017-01-16,2:00 PM,0.0,28,87,7,0,29.75,0.0,-1.1111111111111112,-2.7777777777777777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13396,13396,13396,749,2017-01-16,2:30 PM,0.0,28,87,6,0,29.75,0.0,-1.1111111111111112,-2.7777777777777777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13397,13397,13397,750,2017-01-16,3:00 PM,0.0,28,87,9,0,29.75,0.0,-1.1111111111111112,-2.7777777777777777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13398,13398,13398,751,2017-01-16,3:30 PM,-1.1111111111111112,28,93,9,0,29.78,0.0,-1.1111111111111112,-2.7777777777777777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13399,13399,13399,752,2017-01-16,4:00 PM,-1.1111111111111112,28,93,8,0,29.78,0.0,-1.1111111111111112,-2.7777777777777777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13400,13400,13400,753,2017-01-16,4:30 PM,-2.2222222222222223,27,93,5,0,29.78,0.0,-1.1111111111111112,-2.7777777777777777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13429,13429,13429,782,2017-01-17,7:00 AM,-2.7777777777777777,25,93,3,0,30.04,0.0,-5.0,2.7777777777777777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13430,13430,13430,783,2017-01-17,7:30 AM,-2.7777777777777777,25,93,5,0,30.04,0.0,-5.0,2.7777777777777777,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13431,13431,13431,784,2017-01-17,8:00 AM,-3.888888888888889,25,100,5,0,30.04,0.0,-5.0,2.7777777777777777,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13432,13432,13432,785,2017-01-17,8:30 AM,-3.888888888888889,25,100,3,0,30.07,0.0,-6.1111111111111125,3.8888888888888884,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13433,13433,13433,786,2017-01-17,9:00 AM,-3.888888888888889,25,100,2,0,30.07,0.0,-5.0,2.2222222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13434,13434,13434,787,2017-01-17,9:30 AM,-2.7777777777777777,25,93,2,0,30.07,0.0,-5.0,2.2222222222222223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13435,13435,13435,788,2017-01-17,10:00 AM,-2.7777777777777777,27,100,3,0,30.1,0.0,-5.0,2.2222222222222223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13436,13436,13436,789,2017-01-17,10:30 AM,-2.7777777777777777,27,100,3,0,30.1,0.0,-5.0,2.2222222222222223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13437,13437,13437,790,2017-01-17,11:00 AM,-2.7777777777777777,27,100,3,0,30.1,0.0,-3.888888888888889,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13438,13438,13438,791,2017-01-17,11:30 AM,-2.2222222222222223,27,93,6,0,30.1,0.0,-3.888888888888889,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13439,13439,13439,792,2017-01-17,12:00 PM,-2.2222222222222223,27,93,6,0,30.1,0.0,-3.888888888888889,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13440,13440,13440,793,2017-01-17,12:30 PM,-2.2222222222222223,27,93,7,0,30.1,0.0,-3.888888888888889,-1.1111111111111112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13441,13441,13441,794,2017-01-17,1:00 PM,-2.2222222222222223,27,93,6,0,30.1,0.0,-3.888888888888889,-1.1111111111111112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13442,13442,13442,795,2017-01-17,1:30 PM,-2.2222222222222223,27,93,5,0,30.1,0.0,-3.888888888888889,-1.1111111111111112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13443,13443,13443,796,2017-01-17,2:00 PM,-2.2222222222222223,27,93,2,0,30.1,0.0,-3.888888888888889,-1.1111111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13444,13444,13444,797,2017-01-17,2:30 PM,-2.2222222222222223,27,93,3,0,30.13,0.0,-3.888888888888889,-1.1111111111111112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13445,13445,13445,798,2017-01-17,3:00 PM,-2.2222222222222223,27,93,3,0,30.13,0.0,-3.888888888888889,-1.1111111111111112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13446,13446,13446,799,2017-01-17,3:30 PM,-2.2222222222222223,27,93,2,0,30.13,0.0,-3.888888888888889,-1.1111111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13447,13447,13447,800,2017-01-17,4:00 PM,-2.2222222222222223,27,93,1,0,30.13,0.0,-3.888888888888889,-1.1111111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13448,13448,13448,801,2017-01-17,4:30 PM,-2.2222222222222223,27,93,5,0,30.13,0.0,-3.888888888888889,-2.222222222222222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13477,13477,13477,830,2017-01-18,7:00 AM,-6.1111111111111125,19,93,5,0,30.27,0.0,-2.2222222222222223,-3.8888888888888884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13478,13478,13478,831,2017-01-18,7:30 AM,-6.1111111111111125,19,93,5,0,30.27,0.0,-2.2222222222222223,-3.8888888888888884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13479,13479,13479,832,2017-01-18,8:00 AM,-6.1111111111111125,19,93,3,0,30.27,0.0,-2.2222222222222223,-3.8888888888888884,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13480,13480,13480,833,2017-01-18,8:30 AM,-6.1111111111111125,19,93,3,0,30.27,0.0,-2.2222222222222223,-3.8888888888888884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13481,13481,13481,834,2017-01-18,9:00 AM,-6.1111111111111125,19,93,5,0,30.3,0.0,-2.7777777777777777,-3.333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13482,13482,13482,835,2017-01-18,9:30 AM,-6.1111111111111125,19,93,5,0,30.3,0.0,-2.7777777777777777,-3.333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13483,13483,13483,836,2017-01-18,10:00 AM,-6.1111111111111125,19,93,5,0,30.3,0.0,-2.7777777777777777,-2.2222222222222223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13484,13484,13484,837,2017-01-18,10:30 AM,-6.1111111111111125,21,100,3,0,30.3,0.0,-2.7777777777777777,-3.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13485,13485,13485,838,2017-01-18,11:00 AM,-5.0,21,93,1,0,30.3,0.0,-3.888888888888889,-2.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13486,13486,13486,839,2017-01-18,11:30 AM,-5.0,21,93,1,0,30.3,0.0,-3.888888888888889,-2.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13487,13487,13487,840,2017-01-18,12:00 PM,-5.0,21,93,1,0,30.3,0.0,-3.888888888888889,-2.222222222222222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13488,13488,13488,841,2017-01-18,12:30 PM,-5.0,21,93,1,0,30.3,0.0,-5.0,-1.1111111111111107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13489,13489,13489,842,2017-01-18,1:00 PM,-5.0,21,93,3,0,30.3,0.0,-5.0,-1.1111111111111107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13490,13490,13490,843,2017-01-18,1:30 PM,-5.0,21,93,3,0,30.3,0.0,-5.0,-1.1111111111111107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13491,13491,13491,844,2017-01-18,2:00 PM,-5.0,21,93,5,0,30.3,0.0,-5.0,-1.1111111111111107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13492,13492,13492,845,2017-01-18,2:30 PM,-5.0,21,93,3,0,30.3,0.0,-5.0,-1.1111111111111107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13493,13493,13493,846,2017-01-18,3:00 PM,-5.0,21,93,5,0,30.3,0.0,-5.0,-1.1111111111111107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13494,13494,13494,847,2017-01-18,3:30 PM,-5.0,21,93,3,0,30.3,0.0,-5.0,-1.1111111111111107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13495,13495,13495,848,2017-01-18,4:00 PM,-5.0,21,93,2,0,30.3,0.0,-5.0,-1.1111111111111107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13496,13496,13496,849,2017-01-18,4:30 PM,-5.0,21,93,2,0,30.3,0.0,-6.1111111111111125,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13525,13525,13525,878,2017-01-19,7:00 AM,-7.222222222222222,16,86,3,0,30.24,0.0,-6.1111111111111125,-2.7777777777777786,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13526,13526,13526,879,2017-01-19,7:30 AM,-7.222222222222222,16,86,5,0,30.24,0.0,-6.1111111111111125,-3.888888888888889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13527,13527,13527,880,2017-01-19,8:00 AM,-7.222222222222222,16,86,6,0,30.24,0.0,-6.1111111111111125,-2.7777777777777786,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13528,13528,13528,881,2017-01-19,8:30 AM,-7.222222222222222,16,86,7,0,30.24,0.0,-6.1111111111111125,-1.666666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13529,13529,13529,882,2017-01-19,9:00 AM,-7.222222222222222,16,86,6,0,30.27,0.0,-6.1111111111111125,-1.666666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13530,13530,13530,883,2017-01-19,9:30 AM,-7.222222222222222,16,86,7,0,30.27,0.0,-6.1111111111111125,-1.1111111111111116,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13531,13531,13531,884,2017-01-19,10:00 AM,-7.222222222222222,16,86,7,0,30.27,0.0,-5.0,-2.2222222222222223,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13532,13532,13532,885,2017-01-19,10:30 AM,-7.222222222222222,18,93,5,0,30.27,0.0,-6.1111111111111125,-1.1111111111111116,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13533,13533,13533,886,2017-01-19,11:00 AM,-7.222222222222222,18,93,5,0,30.27,0.0,-6.1111111111111125,-1.1111111111111116,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13534,13534,13534,887,2017-01-19,11:30 AM,-7.222222222222222,18,93,5,0,30.27,0.0,-6.1111111111111125,-1.1111111111111116,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13535,13535,13535,888,2017-01-19,12:00 PM,-7.222222222222222,16,86,6,0,30.27,0.0,-6.1111111111111125,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13536,13536,13536,889,2017-01-19,12:30 PM,-7.222222222222222,18,93,6,0,30.24,0.0,-6.1111111111111125,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13537,13537,13537,890,2017-01-19,1:00 PM,-7.222222222222222,18,93,6,0,30.24,0.0,-6.1111111111111125,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13538,13538,13538,891,2017-01-19,1:30 PM,-7.222222222222222,18,93,7,0,30.24,0.0,-6.1111111111111125,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13539,13539,13539,892,2017-01-19,2:00 PM,-7.222222222222222,18,93,3,0,30.24,0.0,-6.1111111111111125,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13540,13540,13540,893,2017-01-19,2:30 PM,-7.222222222222222,18,93,5,0,30.21,0.0,-6.1111111111111125,1.1111111111111107,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
